Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-halston-biker,,,Orlaven,,,,,Size,M,Color,Oxblood,,,ORL-HALSTON-BIKER-M-OXB,1400,shopify,9,deny,manual,1395.00,1495.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HALSTON-BIKER-M-OXB,new,TRUE,,g,,558.00,active
the-halston-biker,,,Orlaven,,,,,Size,L,Color,Oxblood,,,ORL-HALSTON-BIKER-L-OXB,1400,shopify,10,deny,manual,1395.00,1495.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HALSTON-BIKER-L-OXB,new,TRUE,,g,,558.00,active
the-halston-biker,,,Orlaven,,,,,Size,XL,Color,Oxblood,,,ORL-HALSTON-BIKER-XL-OXB,1400,shopify,8,deny,manual,1395.00,1495.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HALSTON-BIKER-XL-OXB,new,TRUE,,g,,558.00,active
the-halston-biker,,,Orlaven,,,,,Size,XXL,Color,Oxblood,,,ORL-HALSTON-BIKER-XXL-OXB,1400,shopify,9,deny,manual,1395.00,1495.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HALSTON-BIKER-XXL-OXB,new,TRUE,,g,,558.00,active
the-halston-biker,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1520975916090-3105956dac38?w=1600&q=80&auto=format&fit=crop,2,The Halston Biker - side detail,,,,,,,,,,,,,,
the-halston-biker,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=1600&q=80&auto=format&fit=crop,3,The Halston Biker - lifestyle,,,,,,,,,,,,,,
the-ashford-bomber,The Ashford Bomber,"<p>Softly structured bomber in buttery lambskin. Ribbed collar, cuffs and hem; satin-lined body for a clean drape.</p><ul><li>Handcrafted in our European atelier</li><li>Premium hardware and bonded-thread stitching</li><li>Lifetime repair guarantee</li></ul>",Orlaven,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Bomber Jacket,"bomber, lambskin, best-sellers, jackets",TRUE,Size,S,Color,Cognac,,,ORL-ASHFORD-BOMBER-S-COG,950,shopify,8,deny,manual,895.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1520975916090-3105956dac38?w=1600&q=80&auto=format&fit=crop,1,The Ashford Bomber in Cognac - front view,FALSE,The Ashford Bomber | Handcrafted Leather | Orlaven,The Ashford Bomber: lambskin bomber jacket handcrafted by Orlaven. Sizes S to XXL. Free shipping over $200.,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-S-COG,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,M,Color,Cognac,,,ORL-ASHFORD-BOMBER-M-COG,950,shopify,9,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-M-COG,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,L,Color,Cognac,,,ORL-ASHFORD-BOMBER-L-COG,950,shopify,10,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-L-COG,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,XL,Color,Cognac,,,ORL-ASHFORD-BOMBER-XL-COG,950,shopify,8,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-XL-COG,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,XXL,Color,Cognac,,,ORL-ASHFORD-BOMBER-XXL-COG,950,shopify,9,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-XXL-COG,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,S,Color,Black,,,ORL-ASHFORD-BOMBER-S-BLK,950,shopify,9,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-S-BLK,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,M,Color,Black,,,ORL-ASHFORD-BOMBER-M-BLK,950,shopify,10,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-M-BLK,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,L,Color,Black,,,ORL-ASHFORD-BOMBER-L-BLK,950,shopify,11,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-L-BLK,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,XL,Color,Black,,,ORL-ASHFORD-BOMBER-XL-BLK,950,shopify,9,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-XL-BLK,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,,Size,XXL,Color,Black,,,ORL-ASHFORD-BOMBER-XXL-BLK,950,shopify,10,deny,manual,895.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-ASHFORD-BOMBER-XXL-BLK,new,TRUE,,g,,358.00,active
the-ashford-bomber,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=1600&q=80&auto=format&fit=crop,2,The Ashford Bomber - side detail,,,,,,,,,,,,,,
the-ashford-bomber,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1514996937319-344454492b37?w=1600&q=80&auto=format&fit=crop,3,The Ashford Bomber - lifestyle,,,,,,,,,,,,,,
the-marlowe-cafe-racer,The Marlowe Cafe Racer,"<p>Slim, minimal cafe racer cut from full-grain Horween leather. Snap stand collar and hand-painted edges.</p><ul><li>Handcrafted in our European atelier</li><li>Premium hardware and bonded-thread stitching</li><li>Lifetime repair guarantee</li></ul>",Orlaven,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Cafe Racer,"cafe-racer, full-grain-leather, new-arrivals, jackets, moto",TRUE,Size,S,Color,Espresso,,,ORL-MARLOWE-CAFE-RACER-S-ESP,1200,shopify,8,deny,manual,1195.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=1600&q=80&auto=format&fit=crop,1,The Marlowe Cafe Racer in Espresso - front view,FALSE,The Marlowe Cafe Racer | Handcrafted Leather | Orlaven,The Marlowe Cafe Racer: full grain leather cafe racer handcrafted by Orlaven. Sizes S to XXL. Free shipping over $200.,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-S-ESP,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,M,Color,Espresso,,,ORL-MARLOWE-CAFE-RACER-M-ESP,1200,shopify,9,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-M-ESP,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,L,Color,Espresso,,,ORL-MARLOWE-CAFE-RACER-L-ESP,1200,shopify,10,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-L-ESP,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,XL,Color,Espresso,,,ORL-MARLOWE-CAFE-RACER-XL-ESP,1200,shopify,8,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-XL-ESP,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,XXL,Color,Espresso,,,ORL-MARLOWE-CAFE-RACER-XXL-ESP,1200,shopify,9,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-XXL-ESP,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,S,Color,Black,,,ORL-MARLOWE-CAFE-RACER-S-BLK,1200,shopify,9,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-S-BLK,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,M,Color,Black,,,ORL-MARLOWE-CAFE-RACER-M-BLK,1200,shopify,10,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-M-BLK,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,L,Color,Black,,,ORL-MARLOWE-CAFE-RACER-L-BLK,1200,shopify,11,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-L-BLK,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,XL,Color,Black,,,ORL-MARLOWE-CAFE-RACER-XL-BLK,1200,shopify,9,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-XL-BLK,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,,Size,XXL,Color,Black,,,ORL-MARLOWE-CAFE-RACER-XXL-BLK,1200,shopify,10,deny,manual,1195.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-MARLOWE-CAFE-RACER-XXL-BLK,new,TRUE,,g,,478.00,active
the-marlowe-cafe-racer,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1514996937319-344454492b37?w=1600&q=80&auto=format&fit=crop,2,The Marlowe Cafe Racer - side detail,,,,,,,,,,,,,,
the-marlowe-cafe-racer,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1544022613-e87ca75a784a?w=1600&q=80&auto=format&fit=crop,3,The Marlowe Cafe Racer - lifestyle,,,,,,,,,,,,,,
the-kingsley-aviator,The Kingsley Aviator,<p>Lined in natural shearling with a full-grain shell. Built for cold commutes and long winters.</p><ul><li>Handcrafted in our European atelier</li><li>Premium hardware and bonded-thread stitching</li><li>Lifetime repair guarantee</li></ul>,Orlaven,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Aviator Jacket,"aviator, shearling, jackets, outerwear",TRUE,Size,S,Color,Fawn,,,ORL-KINGSLEY-AVIATOR-S-FWN,2200,shopify,8,deny,manual,2195.00,2395.00,TRUE,TRUE,,https://images.unsplash.com/photo-1514996937319-344454492b37?w=1600&q=80&auto=format&fit=crop,1,The Kingsley Aviator in Fawn - front view,FALSE,The Kingsley Aviator | Handcrafted Leather | Orlaven,The Kingsley Aviator: shearling aviator jacket handcrafted by Orlaven. Sizes S to XXL. Free shipping over $200.,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-S-FWN,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,M,Color,Fawn,,,ORL-KINGSLEY-AVIATOR-M-FWN,2200,shopify,9,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-M-FWN,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,L,Color,Fawn,,,ORL-KINGSLEY-AVIATOR-L-FWN,2200,shopify,10,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-L-FWN,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,XL,Color,Fawn,,,ORL-KINGSLEY-AVIATOR-XL-FWN,2200,shopify,8,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-XL-FWN,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,XXL,Color,Fawn,,,ORL-KINGSLEY-AVIATOR-XXL-FWN,2200,shopify,9,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-XXL-FWN,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,S,Color,Espresso,,,ORL-KINGSLEY-AVIATOR-S-ESP,2200,shopify,9,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-S-ESP,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,M,Color,Espresso,,,ORL-KINGSLEY-AVIATOR-M-ESP,2200,shopify,10,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-M-ESP,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,L,Color,Espresso,,,ORL-KINGSLEY-AVIATOR-L-ESP,2200,shopify,11,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-L-ESP,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,XL,Color,Espresso,,,ORL-KINGSLEY-AVIATOR-XL-ESP,2200,shopify,9,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-XL-ESP,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,,Size,XXL,Color,Espresso,,,ORL-KINGSLEY-AVIATOR-XXL-ESP,2200,shopify,10,deny,manual,2195.00,2395.00,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-KINGSLEY-AVIATOR-XXL-ESP,new,TRUE,,g,,878.00,active
the-kingsley-aviator,,,Orlaven,,,,TRUE,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1544022613-e87ca75a784a?w=1600&q=80&auto=format&fit=crop,2,The Kingsley Aviator - side detail,,,,,,,,,,,,,,
the-hadley-shearling,The Hadley Shearling,"<p>A statement shearling in Italian lambskin. Rolled collar, tortoiseshell buttons, mid-thigh cut.</p><ul><li>Handcrafted in our European atelier</li><li>Premium hardware and bonded-thread stitching</li><li>Lifetime repair guarantee</li></ul>",Orlaven,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Shearling Coat,"shearling, best-sellers, jackets, outerwear",TRUE,Size,S,Color,Ivory,,,ORL-HADLEY-SHEARLING-S-IVY,2400,shopify,8,deny,manual,2495.00,,TRUE,TRUE,,https://images.unsplash.com/photo-1544022613-e87ca75a784a?w=1600&q=80&auto=format&fit=crop,1,The Hadley Shearling in Ivory - front view,FALSE,The Hadley Shearling | Handcrafted Leather | Orlaven,The Hadley Shearling: shearling shearling coat handcrafted by Orlaven. Sizes S to XXL. Free shipping over $200.,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-S-IVY,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,M,Color,Ivory,,,ORL-HADLEY-SHEARLING-M-IVY,2400,shopify,9,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-M-IVY,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,L,Color,Ivory,,,ORL-HADLEY-SHEARLING-L-IVY,2400,shopify,10,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-L-IVY,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,XL,Color,Ivory,,,ORL-HADLEY-SHEARLING-XL-IVY,2400,shopify,8,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-XL-IVY,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,XXL,Color,Ivory,,,ORL-HADLEY-SHEARLING-XXL-IVY,2400,shopify,9,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-XXL-IVY,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,S,Color,Fawn,,,ORL-HADLEY-SHEARLING-S-FWN,2400,shopify,9,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-S-FWN,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,M,Color,Fawn,,,ORL-HADLEY-SHEARLING-M-FWN,2400,shopify,10,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-M-FWN,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,L,Color,Fawn,,,ORL-HADLEY-SHEARLING-L-FWN,2400,shopify,11,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-L-FWN,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,XL,Color,Fawn,,,ORL-HADLEY-SHEARLING-XL-FWN,2400,shopify,9,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-XL-FWN,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,XXL,Color,Fawn,,,ORL-HADLEY-SHEARLING-XXL-FWN,2400,shopify,10,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-XXL-FWN,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,S,Color,Cognac,,,ORL-HADLEY-SHEARLING-S-COG,2400,shopify,8,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-S-COG,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,M,Color,Cognac,,,ORL-HADLEY-SHEARLING-M-COG,2400,shopify,9,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-M-COG,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,L,Color,Cognac,,,ORL-HADLEY-SHEARLING-L-COG,2400,shopify,10,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-L-COG,new,TRUE,,g,,998.00,active
the-hadley-shearling,,,Orlaven,,,,,Size,XL,Color,Cognac,,,ORL-HADLEY-SHEARLING-XL-COG,2400,shopify,8,deny,manual,2495.00,,TRUE,TRUE,,,,,FALSE,,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,unisex,adult,ORL-HADLEY-SHEARLING-XL-COG,new,TRUE,,g,,998.00,active
